10,12300769365460.000000
20,12300791889223.000000
30,12300791989222.000000
20,12300798531153.000000
30,12300798606152.000000
50,12300830562816.000000
20,12300830618815.000000
30,12300830637815.000000
20,12300852860581.000000
30,12300852918580.000000
50,12300881919275.000000
20,12300881970275.000000
30,12300881990274.000000
20,12300920594868.000000
30,12300920658867.000000
50,12300942863634.000000
20,12300942916633.000000
30,12300942935633.000000
20,12300978522258.000000
30,12300978579258.000000
50,12301007182957.000000
20,12301007237956.000000
30,12301007256956.000000
20,12301040639604.000000
30,12301040703604.000000
50,12301079918191.000000
20,12301079970191.000000
30,12301079989190.000000
20,12301100456975.000000
30,12301100499974.000000
50,12301130653657.000000
20,12301130707656.000000
30,12301130725656.000000
20,12301162774319.000000
30,12301162836318.000000
50,12301200708920.000000
20,12301200763919.000000
30,12301200782919.000000
20,12301222781687.000000
30,12301222842687.000000
50,12301260673288.000000
20,12301260728288.000000
30,12301260747288.000000
20,12301292756951.000000
30,12301292818950.000000
50,12301321852644.000000
20,12301321906644.000000
30,12301321925644.000000
20,12301350579342.000000
30,12301350641341.000000
50,12301386664962.000000
20,12301386715962.000000
30,12301386734962.000000
20,12301410937707.000000
30,12301410999706.000000
50,12301448087316.000000
20,12301448125315.000000
30,12301448144315.000000
20,12301482737951.000000
30,12301482801950.000000
50,12301506703699.000000
20,12301506757698.000000
30,12301506776698.000000
20,12301542853318.000000
30,12301542916318.000000
50,12301568012053.000000
20,12301568062053.000000
30,12301568081053.000000
20,12301610560606.000000
30,12301610622605.000000
50,12301630593395.000000
20,12301630648394.000000
30,12301630667394.000000
20,12301680575869.000000
30,12301680637868.000000
50,12301695191715.000000
20,12301695243714.000000
30,12301695261714.000000
20,12301733055316.000000
30,12301733117316.000000
50,12301758067053.000000
20,12301758118052.000000
30,12301758137052.000000
20,12301800572605.000000
30,12301800633605.000000
50,12301820177399.000000
20,12301820220399.000000
30,12301820240398.000000
20,12301857161010.000000
30,12301857219009.000000
50,12301893781624.000000
20,12301893837624.000000
30,12301893857624.000000
20,12301914889402.000000
30,12301914946402.000000
50,12301951970012.000000
20,12301952024011.000000
30,12301952042011.000000
20,12301977379744.000000
30,12301977437744.000000
50,12302010421397.000000
20,12302010478396.000000
30,12302010498396.000000
20,12302035688131.000000
30,12302035746130.000000
50,12302083727625.000000
20,12302083779624.000000
30,12302083798624.000000
20,12302100578448.000000
30,12302100640447.000000
50,12302150698920.000000
20,12302150753920.000000
30,12302150772919.000000
20,12302161857803.000000
30,12302161916802.000000
50,12302209858297.000000
20,12302209909297.000000
30,12302209927297.000000
20,12302224551143.000000
30,12302224613142.000000
50,12302279285567.000000
20,12302279335566.000000
30,12302279355566.000000
20,12302302747320.000000
30,12302302810319.000000
50,12302331792014.000000
20,12302331849013.000000
30,12302331868013.000000
20,12302361194704.000000
30,12302361257704.000000
50,12302391808382.000000
20,12302391862382.000000
30,12302391882381.000000
20,12302420566079.000000
30,12302420628079.000000
50,12302457833687.000000
20,12302457871687.000000
30,12302457891687.000000
20,12302480571448.000000
30,12302480634447.000000
50,12302518570048.000000
20,12302518621047.000000
30,12302518640047.000000
20,12302550585711.000000
30,12302550648710.000000
50,12302588783309.000000
20,12302588832308.000000
30,12302588850308.000000
20,12302605022138.000000
30,12302605083137.000000
50,12302650426660.000000
20,12302650478659.000000
30,12302650497659.000000
20,12302682653321.000000
30,12302682716320.000000
50,12302711789014.000000
20,12302711844014.000000
30,12302711864013.000000
20,12302742666689.000000
30,12302742729688.000000
50,12302767739425.000000
20,12302767790425.000000
30,12302767809424.000000
20,12302794971139.000000
30,12302795032138.000000
50,12302839225673.000000
20,12302839278672.000000
30,12302839297672.000000
20,12302862817424.000000
30,12302862879424.000000
50,12302900572027.000000
20,12302900624026.000000
30,12302900642026.000000
20,12302926276756.000000
30,12302926335756.000000
50,12302960756393.000000
20,12302960807393.000000
30,12302960826393.000000
20,12302987919108.000000
30,12302987976107.000000
50,12303018214789.000000
20,12303018269788.000000
30,12303018289788.000000
20,12303062979317.000000
30,12303063038317.000000
50,12303080611132.000000
20,12303080667131.000000
30,12303080686131.000000
20,12303125354661.000000
30,12303125411660.000000
50,12303141114495.000000
20,12303141170494.000000
30,12303141188494.000000
20,12303188083001.000000
30,12303188140000.000000
50,12303216314703.000000
20,12303216368703.000000
30,12303216388703.000000
20,12303253057317.000000
30,12303253115316.000000
50,12303279538038.000000
20,12303279592037.000000
30,12303279611037.000000
20,12303313944676.000000
30,12303314003675.000000
50,12303333479470.000000
20,12303333531470.000000
30,12303333550469.000000
20,12303385384924.000000
30,12303385442923.000000
50,12303398959781.000000
20,12303399014780.000000
30,12303399033780.000000
20,12303443030317.000000
30,12303443087317.000000
50,12303464041096.000000
20,12303464091095.000000
30,12303464110095.000000
20,12303500597711.000000
30,12303500660710.000000
50,12303525092453.000000
20,12303525143453.000000
30,12303525163453.000000
20,12303563056054.000000
30,12303563100053.000000
50,12303598793678.000000
20,12303598845677.000000
30,12303598864677.000000
20,12303632239326.000000
30,12303632302325.000000
50,12303650585132.000000
20,12303650640132.000000
30,12303650659132.000000
20,12303700612606.000000
30,12303700675605.000000
50,12303710353503.000000
20,12303710407503.000000
30,12303710426503.000000
20,12303760442976.000000
30,12303760503975.000000
50,12303782758741.000000
20,12303782815741.000000
30,12303782834740.000000
20,12303816099390.000000
30,12303816158390.000000
50,12303847222063.000000
20,12303847277062.000000
30,12303847297062.000000
20,12303882752689.000000
30,12303882815688.000000
50,12303915267346.000000
20,12303915318346.000000
30,12303915337346.000000
20,12303942508060.000000
30,12303942570059.000000
50,12303980603659.000000
20,12303980659658.000000
30,12303980678658.000000
20,12304008132369.000000
30,12304008196368.000000
50,12304060624816.000000
20,12304060681816.000000
30,12304060699816.000000
20,12304091261494.000000
30,12304091325493.000000
50,12304115597238.000000
20,12304115634237.000000
30,12304115654237.000000
20,12304151276862.000000
30,12304151339861.000000
50,12304178599575.000000
20,12304178652574.000000
30,12304178672574.000000
20,12304212757215.000000
30,12304212821214.000000
50,12304240686921.000000
20,12304240739920.000000
30,12304240758920.000000
20,12304272746584.000000
30,12304272810583.000000
50,12304308730205.000000
20,12304308786204.000000
30,12304308806204.000000
20,12304332852951.000000
30,12304332916950.000000
50,12304362749636.000000
20,12304362806636.000000
30,12304362825635.000000
20,12304402861214.000000
30,12304402925213.000000
50,12304435936866.000000
20,12304435989865.000000
30,12304436009865.000000
20,12304463834572.000000
30,12304463898572.000000
50,12304492946266.000000
20,12304493002265.000000
30,12304493021265.000000
20,12304530308872.000000
30,12304530369872.000000
50,12304560630553.000000
20,12304560683553.000000
30,12304560702553.000000
20,12304606062075.000000
30,12304606120075.000000
50,12304624010886.000000
20,12304624062886.000000
30,12304624081885.000000
20,12304657738531.000000
30,12304657801531.000000
50,12304690810183.000000
20,12304690860183.000000
30,12304690880182.000000
20,12304719601880.000000
30,12304719658879.000000
50,12304750595554.000000
20,12304750650553.000000
30,12304750669553.000000
20,12304782756215.000000
30,12304782819215.000000
50,12304810586922.000000
20,12304810640922.000000
30,12304810659922.000000
20,12304844628564.000000
30,12304844686563.000000
50,12304879546196.000000
20,12304879602196.000000
30,12304879621196.000000
20,12304912847846.000000
30,12304912911845.000000
50,12304934986613.000000
20,12304935041612.000000
30,12304935059612.000000
20,12304970594238.000000
30,12304970658237.000000
50,12304990577028.000000
20,12304990633027.000000
30,12304990652027.000000
20,12305037952529.000000
30,12305038310525.000000
50,12305074108149.000000
20,12305074145148.000000
30,12305074163148.000000
20,12305102737847.000000
30,12305102800846.000000
50,12305129560565.000000
20,12305129615564.000000
30,12305129635564.000000
20,12305170967129.000000
30,12305171030128.000000
50,12305184997981.000000
