10,11301881181651.000000
40,11302093152418.000000
30,11302093228417.000000
40,11302168432625.000000
30,11302405080132.000000
40,11302503976090.000000
30,11302504034089.000000
40,11302604852027.000000
30,11302604908026.000000
40,11302717776837.000000
30,11302717834837.000000
40,11302851344430.000000
30,11302851407430.000000
40,11302958529301.000000
30,11302958583301.000000
40,11303096638846.000000
30,11303096700846.000000
40,11303213163619.000000
30,11303213219618.000000
40,11303298733717.000000
30,11303334854337.000000
40,11303434491287.000000
30,11303450180122.000000
40,11303546514107.000000
30,11303546569107.000000
40,11303642969091.000000
30,11303643024090.000000
40,11303744624020.000000
30,11303744682020.000000
40,11303871402685.000000
30,11303871466684.000000
40,11303973087613.000000
30,11303973144613.000000
40,11304090956372.000000
30,11304091020371.000000
40,11304184777383.000000
30,11304184833383.000000
40,11304311770046.000000
30,11304311829045.000000
40,11304377766350.000000
30,11304377824350.000000
40,11304489416174.000000
30,11304489474174.000000
40,11304599951010.000000
30,11304630180691.000000
40,11304727444667.000000
30,11304727501666.000000
40,11304829111596.000000
30,11304829167595.000000
40,11304971289098.000000
30,11304971353097.000000
40,11305061703146.000000
30,11305061761145.000000
40,11305143387285.000000
30,11305143445284.000000
40,11305270483946.000000
30,11305270547945.000000
40,11305381305779.000000
30,11305381370778.000000
40,11305486346672.000000
30,11305486402672.000000
40,11305558155916.000000
30,11305558210915.000000
40,11305706085357.000000
30,11305706146357.000000
40,11305795576415.000000
30,11305795632414.000000
40,11305887832443.000000
30,11305887879442.000000
40,11305998069281.000000
30,11305998126281.000000
40,11306122846967.000000
30,11306123061965.000000
40,11306223631905.000000
30,11306223688905.000000
40,11306325290834.000000
30,11306325347834.000000
40,11306416502874.000000
30,11306416560873.000000
40,11306552891437.000000
30,11306552950436.000000
40,11306654896362.000000
30,11306654954362.000000
40,11306747619385.000000
30,11306747677385.000000
40,11306849268315.000000
30,11306849327314.000000
40,11306986035874.000000
30,11306986097873.000000
40,11307082336859.000000
30,11307082393859.000000
40,11307188706739.000000
30,11307188763738.000000
40,11307289021682.000000
30,11307289078681.000000
40,11307395336562.000000
30,11307395393561.000000
40,11307526793177.000000
30,11307526850177.000000
40,11307612779271.000000
30,11307612836271.000000
40,11307714317202.000000
30,11307714374201.000000
40,11307829608987.000000
30,11307829663987.000000
40,11307943922783.000000
30,11307943981782.000000
40,11308047433693.000000
30,11308047491692.000000
40,11308157937529.000000
30,11308157993528.000000
40,11308249474564.000000
30,11308249532564.000000
40,11308373224261.000000
30,11308373265260.000000
40,11308479616140.000000
30,11308479671139.000000
40,11308576958114.000000
30,11308577003114.000000
40,11308678645043.000000
30,11308678701043.000000
40,11308810618653.000000
30,11308810683652.000000
40,11308922215477.000000
30,11308922271477.000000
40,11309022441422.000000
30,11309022497421.000000
40,11309128224307.000000
30,11309128278307.000000
40,11309241487114.000000
30,11309241547113.000000
40,11309337017108.000000
30,11309337071107.000000
40,11309461004802.000000
30,11309461068801.000000
40,11309557041790.000000
30,11309557096789.000000
40,11309667350628.000000
30,11309667408627.000000
40,11309773641508.000000
30,11309773698508.000000
40,11309878043408.000000
30,11309878099408.000000
40,11309958764558.000000
30,11309958823557.000000
40,11310102490044.000000
30,11310102547043.000000
40,11310192612095.000000
30,11310192666094.000000
40,11310269770282.000000
30,11310269826281.000000
40,11310394524968.000000
30,11310394582967.000000
40,11310520560640.000000
30,11310520619639.000000
40,11310616247632.000000
30,11310616302631.000000
40,11310722411514.000000
30,11310722464513.000000
40,11310818065506.000000
30,11310818120505.000000
40,11310930329323.000000
30,11310930390323.000000
40,11311026038315.000000
30,11311040990158.000000
40,11311109658434.000000
30,11311109716434.000000
40,11311229726169.000000
30,11311229782169.000000
40,11311360467792.000000
30,11311360529791.000000
40,11311465536685.000000
30,11311465596685.000000
40,11311536709935.000000
30,11311536767935.000000
40,11311638390864.000000
30,11311638434864.000000
40,11311765187529.000000
30,11311765244528.000000
40,11311866000467.000000
30,11311866057466.000000
40,11311956734511.000000
30,11311956791510.000000
40,11312077312241.000000
30,11312077368240.000000
40,11312167659289.000000
30,11312167718288.000000
40,11312268550226.000000
30,11312268606225.000000
40,11312358939274.000000
30,11312358997273.000000
40,11312449609319.000000
30,11312449666318.000000
40,11312565592097.000000
30,11312600119733.000000
40,11312700355677.000000
30,11312700417677.000000
40,11312800561622.000000
30,11312800619621.000000
40,11312865156941.000000
30,11312865211941.000000
40,11312959962943.000000
30,11313000180519.000000
40,11313091192560.000000
30,11313091256559.000000
40,11313190732512.000000
30,11313190794511.000000
40,11313275445619.000000
30,11313275501619.000000
40,11313366497660.000000
30,11313366553659.000000
40,11313466519606.000000
30,11313466578606.000000
40,11313566602552.000000
30,11313566659551.000000
40,11313675917400.000000
30,11313675971400.000000
40,11313776155345.000000
30,11313776212344.000000
40,11313866104397.000000
30,11313866162396.000000
40,11313966194343.000000
30,11313966252342.000000
40,11314075974186.000000
30,11314076032186.000000
40,11314177179120.000000
30,11314177237119.000000
40,11314267308171.000000
30,11314267365170.000000
40,11314367427116.000000
30,11314367485115.000000
40,11314457709165.000000
30,11314457766164.000000
40,11314582720848.000000
30,11314582777847.000000
40,11314682260799.000000
30,11314682299799.000000
40,11314782569743.000000
30,11314782627742.000000
40,11314867400849.000000
30,11314867456849.000000
40,11314973710729.000000
