10,12054135517610.000000
20,12054235139562.000000
30,12054239173519.000000
40,12054802026594.000000
20,12054803075583.000000
30,12054820310402.000000
40,12055321174129.000000
20,12055321997120.000000
30,12055326935068.000000
40,12055746390653.000000
20,12055747203644.000000
30,12055758228528.000000
40,12056176003130.000000
20,12056176810122.000000
30,12056196041920.000000
40,12056622717428.000000
20,12056623529419.000000
30,12056626275391.000000
40,12057060385821.000000
20,12057061202812.000000
30,12057062764796.000000
40,12057478181423.000000
20,12057478990414.000000
30,12057510197086.000000
40,12057933156633.000000
20,12057933969625.000000
30,12057940147560.000000
40,12058375630975.000000
20,12058376446967.000000
30,12058387484851.000000
40,12058821800279.000000
20,12058822620270.000000
30,12058830205190.000000
40,12059263165633.000000
20,12059264132622.000000
30,12059279109465.000000
40,12059711786910.000000
20,12059712599901.000000
30,12059730293715.000000
40,12060178872993.000000
20,12060179675985.000000
30,12060208158685.000000
40,12060695011560.000000
20,12060695825551.000000
30,12060700254505.000000
40,12061179640458.000000
20,12061181862435.000000
30,12061190235347.000000
40,12061663764362.000000
20,12061664581353.000000
30,12061680243188.000000
40,12062108007686.000000
20,12062108816677.000000
30,12062149108253.000000
40,12062549747035.000000
20,12062561544911.000000
30,12062579205725.000000
40,12062995938338.000000
20,12062996745330.000000
30,12063010200188.000000
40,12063440116663.000000
20,12063440943654.000000
30,12063450205557.000000
40,12063876441070.000000
20,12063877255061.000000
30,12063890201925.000000
40,12064318758413.000000
20,12064319704404.000000
30,12064340294187.000000
40,12064746915906.000000
20,12064747725898.000000
30,12064789128462.000000
40,12065202929106.000000
20,12065203739097.000000
30,12065210204029.000000
40,12065648650414.000000
20,12065660922285.000000
30,12065683848043.000000
40,12066124448405.000000
20,12066125259397.000000
30,12066130261344.000000
40,12066595164450.000000
20,12066595981442.000000
30,12066610243292.000000
40,12067096961168.000000
20,12067097772159.000000
30,12067113849990.000000
40,12067576906116.000000
20,12067577719107.000000
30,12067590119977.000000
40,12068071471910.000000
20,12068072297901.000000
30,12068080172818.000000
40,12068514950241.000000
20,12068540752970.000000
30,12068549350879.000000
40,12068988122260.000000
20,12068988932252.000000
30,12069030277816.000000
40,12069435746548.000000
20,12069436547540.000000
30,12069463315258.000000
40,12069867849000.000000
20,12069868659991.000000
30,12069900200659.000000
40,12070322412215.000000
20,12070323229206.000000
30,12070348203943.000000
40,12070825961914.000000
20,12070826766905.000000
30,12070840278763.000000
40,12071287143059.000000
20,12071287959050.000000
30,12071330262605.000000
40,12071769829978.000000
20,12071800970650.000000
30,12071810241553.000000
40,12072262467792.000000
20,12072263281783.000000
30,12072278753621.000000
40,12072725443918.000000
20,12072726260910.000000
30,12072753732621.000000
40,12073163970302.000000
20,12073164778294.000000
30,12073200190921.000000
40,12073621970481.000000
20,12073622782472.000000
30,12073639333298.000000
40,12074036084122.000000
20,12074037043112.000000
30,12074080205657.000000
40,12074502197215.000000
20,12074502998207.000000
30,12074523241994.000000
40,12074933241678.000000
20,12074934053669.000000
30,12074954321456.000000
40,12075381380960.000000
20,12075382197952.000000
30,12075399787766.000000
40,12075809775451.000000
20,12075841047121.000000
30,12075845998069.000000
40,12076245553863.000000
20,12076246364855.000000
30,12076274263561.000000
40,12076719683872.000000
20,12076720744861.000000
30,12076721229856.000000
40,12077132452527.000000
20,12077133274518.000000
30,12077164451190.000000
40,12077559658030.000000
20,12077590593704.000000
30,12077591082699.000000
40,12078060591757.000000
20,12078061420748.000000
30,12078068296676.000000
40,12078536454748.000000
20,12078537276739.000000
30,12078548011626.000000
40,12079021920637.000000
20,12079022885627.000000
30,12079030136551.000000
40,12079485055762.000000
20,12079485863753.000000
30,12079512613472.000000
40,12079964427716.000000
20,12079965235707.000000
30,12079978484568.000000
40,12080461086488.000000
20,12080461896479.000000
30,12080462468473.000000
40,12080893131940.000000
20,12080893948931.000000
30,12080900184865.000000
40,12081318397463.000000
20,12081319190455.000000
30,12081344741186.000000
40,12081781015593.000000
20,12081781834584.000000
30,12081782305580.000000
40,12082221837953.000000
20,12082222657944.000000
30,12082234655818.000000
40,12082652559419.000000
20,12082653383410.000000
30,12082670296232.000000
40,12083093015782.000000
20,12083093826774.000000
30,12083100151707.000000
40,12083561157854.000000
20,12083561984845.000000
30,12083570157759.000000
40,12084038615828.000000
